price,rooms,bathroom,lift,terrace,square_meters,real_state,neighborhood_Eixample,neighborhood_Gràcia,neighborhood_Horta- Guinardo,neighborhood_Les Corts,neighborhood_Nou Barris,neighborhood_Sant Andreu,neighborhood_Sant Martí,neighborhood_Sants-Montjuïc,neighborhood_Sarria-Sant Gervasi
2581,6,3,True,False,207,flat,0,0,0,0,0,0,0,0,1
850,2,1,True,False,52,flat,0,0,0,0,0,0,0,0,1
750,1,1,True,False,40,flat,0,0,0,0,0,0,0,0,1
650,0,1,True,False,38,flat,1,0,0,0,0,0,0,0,0
750,2,1,False,False,60,flat,0,1,0,0,0,0,0,0,0
985,1,1,True,False,49,flat,0,0,0,0,0,0,0,0,1
2000,3,2,True,False,100,flat,0,0,0,0,0,0,0,0,1
850,2,1,True,False,44,flat,1,0,0,0,0,0,0,0,0
1650,4,2,True,False,146,flat,0,0,0,0,0,0,0,0,1
900,3,1,False,False,75,flat,0,0,0,0,0,0,0,0,0
900,2,1,False,True,60,flat,0,0,0,0,0,1,0,0,0
1400,2,3,False,False,83,flat,0,0,0,0,0,0,0,0,1
1025,3,2,True,False,94,flat,1,0,0,0,0,0,0,0,0
1080,2,1,False,False,75,flat,0,0,0,0,0,0,0,0,1
1250,3,2,True,False,94,flat,0,0,0,0,0,0,0,0,1
2000,4,3,True,False,145,flat,0,0,0,1,0,0,0,0,0
900,1,1,True,True,34,flat,0,1,0,0,0,0,0,0,0
950,2,1,True,False,70,flat,0,0,0,0,0,0,0,0,1
925,2,2,False,False,87,flat,0,1,0,0,0,0,0,0,0
1150,3,1,False,False,72,flat,0,0,0,0,0,0,1,0,0
2900,2,3,True,True,180,flat,0,0,0,0,0,0,0,0,1
1240,2,2,True,False,75,flat,0,0,0,0,0,0,0,1,0
1400,2,2,True,False,98,flat,1,0,0,0,0,0,0,0,0
1250,3,2,True,False,80,flat,0,0,0,0,0,0,0,0,1
1290,3,2,True,False,115,flat,1,0,0,0,0,0,0,0,0
1080,2,1,False,False,80,flat,0,0,0,0,0,0,0,0,1
2250,2,3,False,True,150,flat,1,0,0,0,0,0,0,0,0
1200,3,1,True,True,100,flat,0,0,0,0,0,0,0,0,1
790,0,1,False,False,52,study,0,0,0,0,0,0,0,0,0
760,2,1,False,False,50,flat,0,1,0,0,0,0,0,0,0
1100,3,1,True,False,100,flat,1,0,0,0,0,0,0,0,0
1350,3,1,True,False,87,flat,1,0,0,0,0,0,0,0,0
950,2,1,True,False,64,flat,1,0,0,0,0,0,0,0,0
850,2,2,False,False,55,flat,0,0,0,0,0,0,0,1,0
1000,3,1,True,True,78,flat,0,0,0,0,0,0,0,1,0
1150,3,2,True,False,107,flat,0,0,0,0,0,0,0,0,0
550,1,1,True,True,32,flat,0,0,0,0,1,0,0,0,0
1170,2,2,True,False,85,flat,0,0,0,0,1,0,0,0,0
1100,3,2,True,False,81,flat,0,0,0,1,0,0,0,0,0
930,2,1,True,False,100,flat,0,0,0,0,0,0,0,1,0
1450,2,2,True,True,77,flat,1,0,0,0,0,0,0,0,0
915,4,2,True,True,85,flat,0,0,1,0,0,0,0,0,0
975,2,1,False,False,70,flat,0,0,0,0,0,0,0,0,0
725,2,1,True,False,61,flat,0,0,1,0,0,0,0,0,0
2200,2,1,True,False,65,flat,0,0,0,0,0,0,0,0,1
750,2,1,False,True,60,attic,0,0,0,0,0,1,0,0,0
1100,3,1,True,False,80,flat,1,0,0,0,0,0,0,0,0
2400,3,3,True,False,140,flat,0,0,0,0,0,0,0,0,1
835,2,1,True,False,63,flat,0,0,0,0,0,0,1,0,0
1000,2,1,True,False,74,flat,1,0,0,0,0,0,0,0,0
1250,3,2,True,False,82,flat,0,0,0,0,0,0,0,0,1
1975,3,2,True,True,130,flat,1,0,0,0,0,0,0,0,0
1168,2,1,True,False,40,flat,0,0,0,0,0,0,0,0,1
1100,3,2,True,False,82,flat,1,0,0,0,0,0,0,0,0
2650,4,3,True,True,180,attic,1,0,0,0,0,0,0,0,0
900,2,1,True,False,58,flat,0,0,0,0,0,0,1,0,0
1000,4,2,False,False,97,flat,0,0,0,0,0,0,0,1,0
735,1,1,False,False,32,flat,0,0,0,0,0,0,0,1,0
775,3,1,True,False,60,flat,1,0,0,0,0,0,0,0,0
1100,2,2,True,False,80,flat,0,0,0,0,0,0,0,0,0
1050,3,1,True,False,70,flat,0,0,0,0,0,0,0,1,0
1225,4,2,True,False,118,flat,1,0,0,0,0,0,0,0,0
875,3,1,True,False,65,flat,0,0,0,0,0,0,0,1,0
800,2,1,True,False,65,flat,0,0,0,0,0,0,0,1,0
900,2,1,True,False,61,flat,0,0,0,0,0,1,0,0,0
1050,2,1,True,False,68,flat,0,0,0,1,0,0,0,0,0
1280,3,2,True,False,120,flat,0,0,0,0,0,0,0,0,1
1280,3,2,True,False,110,flat,0,0,0,0,0,0,0,0,1
950,3,1,True,False,78,flat,0,0,0,0,0,0,0,0,1
850,2,1,True,False,64,flat,1,0,0,0,0,0,0,0,0
1000,3,2,True,True,92,flat,0,0,0,1,0,0,0,0,0
900,2,1,True,False,62,flat,0,0,0,0,0,0,0,1,0
800,2,1,True,False,54,flat,0,0,0,0,1,0,0,0,0
1100,3,1,True,False,78,flat,1,0,0,0,0,0,0,0,0
675,1,1,True,False,31,flat,0,0,0,0,0,0,0,0,1
975,1,1,True,False,62,flat,1,0,0,0,0,0,0,0,0
800,2,1,False,False,52,flat,0,0,0,0,0,0,0,1,0
990,2,1,True,False,42,flat,1,0,0,0,0,0,0,0,0
1300,4,2,True,False,90,flat,1,0,0,0,0,0,0,0,0
2200,3,3,True,False,131,flat,0,0,0,0,0,0,0,0,1
2200,3,2,True,False,120,flat,0,0,0,0,0,0,0,0,1
1170,4,2,True,False,85,flat,1,0,0,0,0,0,0,0,0
1150,2,1,True,False,64,apartment,0,0,0,0,0,0,0,0,1
779,2,1,False,False,42,apartment,0,0,0,0,0,0,1,0,0
1200,2,1,True,True,86,attic,1,0,0,0,0,0,0,0,0
950,1,1,False,True,55,attic,0,0,0,0,0,0,1,0,0
900,2,1,True,True,55,attic,0,0,1,0,0,0,0,0,0
775,2,1,False,False,34,flat,0,0,0,0,0,0,0,0,0
800,2,1,False,False,53,flat,0,1,0,0,0,0,0,0,0
900,2,1,True,False,65,flat,0,0,0,0,0,0,0,0,1
900,1,1,False,False,40,flat,0,0,0,0,0,0,0,0,1
1165,2,1,True,False,80,flat,0,0,0,0,0,0,1,0,0
1195,2,2,True,False,63,flat,0,0,0,0,0,0,0,1,0
800,2,1,False,False,48,attic,0,0,0,0,0,0,0,0,1
950,3,1,True,False,64,flat,1,0,0,0,0,0,0,0,0
990,4,2,True,False,84,flat,0,0,0,0,0,0,0,1,0
2400,3,2,True,True,118,flat,1,0,0,0,0,0,0,0,0
900,3,1,True,False,80,flat,0,0,1,0,0,0,0,0,0
1100,1,1,True,False,45,apartment,0,0,0,0,0,0,0,0,1
1100,3,2,True,False,77,flat,0,0,0,0,0,0,1,0,0
1300,4,1,True,True,110,flat,0,0,0,1,0,0,0,0,0
850,3,1,True,False,67,flat,0,1,0,0,0,0,0,0,0
950,3,2,True,False,74,flat,0,1,0,0,0,0,0,0,0
990,4,1,False,False,75,flat,1,0,0,0,0,0,0,0,0
950,1,1,True,True,55,attic,0,1,0,0,0,0,0,0,0
800,1,1,False,False,46,flat,0,0,0,0,0,0,0,0,0
783,3,1,True,False,62,flat,0,0,0,0,0,0,0,1,0
900,2,2,True,False,70,flat,0,0,0,1,0,0,0,0,0
735,2,1,True,False,47,flat,0,0,0,0,0,0,0,0,1
1700,2,3,False,True,180,apartment,0,0,0,0,0,0,0,1,0
1225,3,1,True,False,80,flat,0,0,0,0,0,0,0,0,1
1300,2,2,False,True,84,flat,0,0,0,0,0,0,1,0,0
700,2,1,True,False,50,flat,0,0,1,0,0,0,0,0,0
880,3,1,True,False,70,flat,1,0,0,0,0,0,0,0,0
1000,3,2,True,False,75,flat,1,0,0,0,0,0,0,0,0
1195,2,1,True,False,72,flat,0,0,0,0,0,0,1,0,0
1300,2,1,True,False,62,flat,0,0,0,0,0,0,1,0,0
875,4,1,True,False,70,flat,1,0,0,0,0,0,0,0,0
1195,1,1,True,False,65,flat,1,0,0,0,0,0,0,0,0
925,4,1,True,True,91,flat,0,0,0,0,0,0,0,1,0
995,2,1,True,False,72,flat,1,0,0,0,0,0,0,0,0
895,2,1,True,False,65,flat,0,0,0,0,0,0,0,0,0
1400,2,1,True,True,62,attic,1,0,0,0,0,0,0,0,0
1095,2,1,False,True,85,flat,0,0,0,0,0,0,0,0,0
1290,3,2,True,False,78,flat,0,0,0,0,0,0,0,0,0
1200,2,1,True,False,65,flat,1,0,0,0,0,0,0,0,0
1050,3,1,True,False,75,flat,0,0,0,0,0,0,0,0,1
995,2,1,True,False,60,flat,0,0,0,0,0,0,0,1,0
1150,1,1,True,False,42,flat,0,0,0,0,0,0,0,1,0
1250,3,1,True,False,75,flat,1,0,0,0,0,0,0,0,0
1495,3,2,True,False,110,flat,1,0,0,0,0,0,0,0,0
1300,3,2,True,False,118,flat,1,0,0,0,0,0,0,0,0
1150,2,1,True,False,65,flat,1,0,0,0,0,0,0,0,0
1200,3,1,True,False,60,flat,1,0,0,0,0,0,0,0,0
1150,4,2,True,True,118,flat,1,0,0,0,0,0,0,0,0
675,1,1,False,False,25,flat,0,1,0,0,0,0,0,0,0
750,2,1,False,False,54,flat,0,0,0,0,0,0,0,1,0
1000,3,1,True,False,80,flat,0,0,0,0,0,1,0,0,0
1700,4,2,True,False,160,flat,0,0,0,0,0,0,0,0,1
1050,2,1,True,False,65,flat,1,0,0,0,0,0,0,0,0
1040,3,1,True,True,68,flat,0,0,0,0,0,0,0,1,0
820,3,1,False,True,53,flat,0,0,0,0,0,0,0,1,0
614,3,1,False,False,61,flat,0,0,0,0,1,0,0,0,0
2800,3,3,True,False,170,flat,0,0,0,0,0,0,0,0,1
1418,1,1,False,False,45,apartment,1,0,0,0,0,0,0,0,0
1348,2,1,False,False,58,apartment,1,0,0,0,0,0,0,0,0
1430,1,1,False,False,60,apartment,0,0,0,0,0,0,0,0,0
1102,1,1,False,False,40,apartment,1,0,0,0,0,0,0,0,0
1250,2,1,False,True,90,attic,0,1,0,0,0,0,0,0,0
1700,2,2,True,False,90,flat,0,0,0,0,0,0,0,0,0
1600,1,1,True,False,75,apartment,0,0,0,0,0,0,0,0,0
1100,3,1,True,False,80,apartment,1,0,0,0,0,0,0,0,0
1050,2,1,True,False,80,flat,1,0,0,0,0,0,0,0,0
1200,3,2,True,False,90,flat,0,0,0,1,0,0,0,0,0
725,1,1,True,False,45,flat,1,0,0,0,0,0,0,0,0
800,3,1,False,False,55,flat,0,0,0,0,0,0,0,0,1
890,1,1,True,False,60,flat,0,0,1,0,0,0,0,0,0
1050,4,1,True,False,104,flat,0,0,0,1,0,0,0,0,0
900,2,1,True,False,70,flat,1,0,0,0,0,0,0,0,0
750,1,1,False,False,35,flat,0,0,0,0,0,0,0,0,0
825,1,1,False,False,35,flat,0,0,0,0,0,0,0,0,0
1600,2,2,True,False,87,apartment,1,0,0,0,0,0,0,0,0
1250,2,1,True,False,60,apartment,0,0,0,0,0,0,0,0,0
2200,2,2,True,False,90,apartment,1,0,0,0,0,0,0,0,0
950,1,1,True,False,50,flat,0,0,0,0,0,0,0,0,1
1500,3,2,True,False,163,flat,1,0,0,0,0,0,0,0,0
1600,4,2,True,False,137,flat,0,0,0,0,0,0,0,0,1
2100,4,4,True,True,141,flat,0,0,0,1,0,0,0,0,0
750,0,1,True,True,28,study,0,0,0,0,0,0,0,0,0
675,1,1,False,False,34,apartment,0,0,0,0,0,0,0,0,0
1352,2,1,True,False,86,flat,1,0,0,0,0,0,0,0,0
977,5,2,True,False,97,flat,0,0,0,0,0,0,0,1,0
470,0,1,True,False,23,study,0,0,0,0,0,0,0,1,0
886,3,2,True,False,70,flat,0,0,0,0,0,0,0,1,0
550,1,1,False,False,26,flat,0,0,1,0,0,0,0,0,0
830,1,1,True,True,55,flat,1,0,0,0,0,0,0,0,0
1539,4,3,True,False,151,flat,1,0,0,0,0,0,0,0,0
1700,4,3,True,False,174,flat,1,0,0,0,0,0,0,0,0
1200,3,2,True,False,106,flat,1,0,0,0,0,0,0,0,0
1395,4,2,True,False,160,flat,1,0,0,0,0,0,0,0,0
890,2,2,True,False,82,flat,0,1,0,0,0,0,0,0,0
1000,3,1,True,False,77,flat,1,0,0,0,0,0,0,0,0
850,3,1,True,False,70,flat,0,0,0,0,0,0,1,0,0
925,2,1,False,False,63,flat,0,0,0,0,0,0,0,0,1
775,1,1,False,False,45,apartment,0,0,0,0,0,0,0,0,0
900,3,1,True,True,71,flat,0,1,0,0,0,0,0,0,0
700,1,1,False,False,36,apartment,1,0,0,0,0,0,0,0,0
1133,3,1,True,False,90,flat,1,0,0,0,0,0,0,0,0
625,1,1,False,False,30,apartment,0,0,0,0,0,0,0,0,0
2000,4,4,False,False,125,flat,0,0,0,0,0,0,0,0,0
1116,3,2,True,True,80,flat,0,0,0,0,0,0,0,1,0
850,3,1,True,False,75,flat,0,0,1,0,0,0,0,0,0
1050,2,1,False,False,55,apartment,0,0,0,1,0,0,0,0,0
700,1,1,True,False,37,flat,1,0,0,0,0,0,0,0,0
795,2,1,True,False,56,apartment,0,0,0,0,0,0,0,1,0
1100,2,1,False,False,65,flat,1,0,0,0,0,0,0,0,0
1100,1,1,True,False,70,flat,0,0,0,0,0,0,0,0,1
1050,2,2,True,False,62,flat,0,0,0,0,0,0,0,0,0
1050,2,1,True,False,55,flat,0,0,0,1,0,0,0,0,0
2500,3,3,True,True,165,attic,0,0,0,0,0,0,0,0,1
1290,3,2,True,False,70,flat,0,0,0,0,0,0,0,0,0
1150,3,1,True,False,90,flat,1,0,0,0,0,0,0,0,0
1175,4,2,True,False,90,flat,1,0,0,0,0,0,0,0,0
900,2,1,True,False,70,flat,1,0,0,0,0,0,0,0,0
1000,2,1,True,False,100,flat,1,0,0,0,0,0,0,0,0
750,2,1,False,False,46,flat,0,0,0,0,0,0,1,0,0
900,4,1,True,False,80,flat,1,0,0,0,0,0,0,0,0
1200,3,2,True,True,72,flat,0,1,0,0,0,0,0,0,0
900,2,1,True,False,68,flat,1,0,0,0,0,0,0,0,0
2100,2,2,True,True,55,flat,1,0,0,0,0,0,0,0,0
995,1,1,True,True,56,flat,0,0,0,0,0,0,0,1,0
975,2,1,True,False,70,flat,1,0,0,0,0,0,0,0,0
700,2,1,False,False,55,flat,0,0,0,0,1,0,0,0,0
650,3,1,False,True,68,flat,0,0,1,0,0,0,0,0,0
990,2,1,True,False,72,flat,0,1,0,0,0,0,0,0,0
839,3,1,True,False,69,flat,0,0,0,0,0,0,1,0,0
800,2,1,False,False,62,flat,0,0,0,0,0,0,0,1,0
1000,4,3,True,False,100,flat,1,0,0,0,0,0,0,0,0
780,1,1,True,True,50,flat,0,1,0,0,0,0,0,0,0
2300,4,3,True,False,150,flat,0,0,0,0,0,0,0,0,1
1850,2,2,True,False,90,flat,1,0,0,0,0,0,0,0,0
1800,1,1,True,False,65,apartment,1,0,0,0,0,0,0,0,0
1400,1,1,True,False,60,flat,0,1,0,0,0,0,0,0,0
1150,3,2,True,False,100,flat,0,0,0,1,0,0,0,0,0
895,2,1,True,False,87,flat,0,0,0,0,0,0,0,0,1
1300,3,2,True,True,110,flat,1,0,0,0,0,0,0,0,0
650,1,1,False,True,36,flat,0,0,0,0,0,0,0,0,0
700,0,1,True,False,35,flat,0,0,0,0,0,0,0,0,0
950,3,2,True,False,75,flat,0,0,0,0,0,0,0,0,0
950,4,2,True,False,85,flat,1,0,0,0,0,0,0,0,0
1090,4,1,True,False,80,flat,1,0,0,0,0,0,0,0,0
1190,2,1,True,True,57,flat,0,0,0,1,0,0,0,0,0
895,1,2,False,False,42,flat,0,0,0,0,0,0,0,0,0
1095,2,1,True,False,62,flat,1,0,0,0,0,0,0,0,0
1595,3,2,True,False,85,flat,1,0,0,0,0,0,0,0,0
995,1,1,True,False,51,flat,1,0,0,0,0,0,0,0,0
1795,3,2,True,False,115,flat,0,0,0,0,0,0,1,0,0
1350,3,2,True,False,85,flat,0,0,0,0,0,0,0,0,1
890,2,1,False,False,60,flat,0,0,0,0,0,0,0,1,0
1130,4,2,True,False,105,flat,1,0,0,0,0,0,0,0,0
900,3,1,True,True,75,flat,0,0,0,0,0,0,0,1,0
700,2,1,False,False,62,flat,0,0,0,0,1,0,0,0,0
550,0,1,False,False,30,study,0,0,1,0,0,0,0,0,0
2650,4,3,True,True,78,attic,1,0,0,0,0,0,0,0,0
1200,3,1,True,True,74,flat,1,0,0,0,0,0,0,0,0
1895,3,2,True,False,80,flat,1,0,0,0,0,0,0,0,0
750,1,1,True,False,50,flat,0,0,0,0,0,0,0,0,1
980,2,1,True,True,69,apartment,0,0,0,0,0,0,1,0,0
2200,2,1,False,False,60,apartment,0,0,0,0,0,0,0,0,1
1333,1,1,False,False,50,apartment,1,0,0,0,0,0,0,0,0
1797,1,1,False,False,50,apartment,1,0,0,0,0,0,0,0,0
1467,1,1,False,False,55,apartment,1,0,0,0,0,0,0,0,0
2600,1,1,False,False,45,apartment,1,0,0,0,0,0,0,0,0
2117,2,1,False,False,45,apartment,0,0,0,1,0,0,0,0,0
1333,1,1,False,False,50,apartment,1,0,0,0,0,0,0,0,0
2250,3,2,False,False,100,apartment,0,0,0,0,0,0,0,0,0
2255,2,2,False,False,55,apartment,0,0,0,0,0,0,0,0,1
2255,2,2,False,False,55,apartment,0,0,0,0,0,0,0,0,1
2806,2,2,False,False,69,apartment,1,0,0,0,0,0,0,0,0
1200,1,1,False,False,36,apartment,0,0,0,0,0,0,0,0,0
1100,2,1,True,True,85,flat,0,0,0,1,0,0,0,0,0
1000,3,2,True,False,85,flat,0,0,0,0,0,0,0,0,1
1750,4,2,True,False,120,flat,0,0,0,0,0,0,0,0,1
900,2,1,True,False,69,flat,1,0,0,0,0,0,0,0,0
950,3,1,True,False,75,flat,1,0,0,0,0,0,0,0,0
750,1,1,True,False,50,flat,0,0,0,0,0,0,0,0,0
450,0,1,False,False,25,attic,0,1,0,0,0,0,0,0,0
750,2,1,True,False,70,flat,0,0,0,0,0,0,1,0,0
1100,2,2,True,True,76,flat,0,0,0,0,0,0,1,0,0
1400,4,2,True,True,110,flat,0,0,0,0,0,0,1,0,0
950,2,1,True,True,50,flat,0,1,0,0,0,0,0,0,0
1145,3,2,True,False,81,flat,1,0,0,0,0,0,0,0,0
894,3,1,True,False,73,flat,0,0,0,0,0,0,0,1,0
840,2,1,True,False,42,flat,0,0,0,0,0,0,0,0,1
1290,2,1,False,False,60,flat,0,0,0,0,0,0,0,1,0
1290,2,1,False,False,60,flat,0,0,0,0,0,0,0,1,0
665,0,1,True,False,36,flat,0,1,0,0,0,0,0,0,0
1250,2,1,False,False,70,flat,0,0,0,0,0,0,0,0,1
1290,2,1,False,False,60,flat,0,0,0,0,0,0,0,1,0
780,2,1,False,True,52,flat,0,0,0,0,0,0,0,1,0
780,1,1,False,False,40,flat,0,0,0,0,0,0,0,0,0
1217,1,1,True,True,63,flat,1,0,0,0,0,0,0,0,0
950,1,1,True,False,50,apartment,0,0,0,0,0,0,0,0,1
900,2,1,True,False,60,flat,0,0,0,0,0,0,0,0,1
1100,2,1,True,True,85,flat,0,1,0,0,0,0,0,0,0
1150,2,2,True,True,65,flat,0,0,0,0,0,0,1,0,0
900,2,1,True,False,60,flat,0,0,0,0,0,0,0,0,1
950,1,1,True,False,55,flat,0,0,0,0,0,0,0,0,1
2300,3,3,True,True,170,flat,0,0,0,0,0,0,0,0,1
850,3,1,True,False,70,flat,0,0,0,0,0,0,0,1,0
900,2,1,True,False,60,flat,0,0,0,0,0,0,0,0,1
1350,2,1,False,False,80,flat,0,1,0,0,0,0,0,0,0
900,4,1,True,False,80,flat,0,0,0,0,0,0,0,1,0
750,0,1,True,False,28,attic,0,0,0,0,0,0,0,0,0
1174,3,1,False,False,63,flat,0,0,0,0,0,0,0,0,0
850,1,1,True,False,48,flat,0,0,0,0,0,1,0,0,0
1000,2,2,False,False,83,flat,0,0,0,0,0,0,0,0,0
750,3,1,True,False,70,flat,0,0,0,0,0,0,1,0,0
900,0,1,True,False,45,study,1,0,0,0,0,0,0,0,0
925,1,1,True,False,45,flat,1,0,0,0,0,0,0,0,0
1200,3,2,True,False,107,flat,0,0,0,0,0,0,1,0,0
660,1,1,True,False,37,attic,0,0,0,0,0,0,0,0,0
1150,2,2,True,False,90,flat,0,0,0,0,0,0,0,0,1
950,2,1,True,True,74,flat,0,0,0,0,0,0,0,0,1
750,2,1,False,False,48,flat,0,0,0,0,0,0,0,0,0
800,3,1,False,False,50,flat,0,0,0,0,0,0,0,1,0
1400,3,2,True,True,90,flat,0,0,0,0,0,0,0,0,1
2100,4,1,True,True,135,flat,0,0,0,0,0,0,0,0,1
850,3,1,True,False,66,flat,0,0,0,0,0,0,1,0,0
750,1,1,True,False,63,flat,0,0,0,0,0,0,0,0,1
744,2,1,False,False,60,flat,0,0,0,0,0,0,0,1,0
2637,5,3,True,True,216,flat,0,0,0,0,0,0,0,0,1
900,1,1,True,False,46,flat,1,0,0,0,0,0,0,0,0
1190,3,1,False,False,90,flat,0,0,0,0,0,0,0,0,0
900,3,1,True,False,63,flat,0,0,0,0,0,0,0,0,0
850,1,1,True,False,50,flat,0,1,0,0,0,0,0,0,0
2300,2,2,True,False,150,flat,1,0,0,0,0,0,0,0,0
950,3,2,True,True,91,flat,1,0,0,0,0,0,0,0,0
940,2,1,True,False,63,flat,0,0,0,1,0,0,0,0,0
950,2,1,False,False,65,flat,0,0,0,0,0,0,0,0,1
600,0,1,True,False,41,flat,0,0,0,0,0,0,0,0,0
1300,2,2,True,False,90,flat,1,0,0,0,0,0,0,0,0
1650,3,2,True,False,100,flat,0,0,0,0,0,0,1,0,0
800,1,1,False,False,60,flat,0,1,0,0,0,0,0,0,0
1600,2,1,False,False,91,flat,0,0,0,0,0,0,0,0,0
1000,4,2,True,False,90,flat,1,0,0,0,0,0,0,0,0
775,1,1,True,False,50,flat,0,0,0,0,0,0,0,0,0
875,2,1,True,False,51,flat,0,0,0,1,0,0,0,0,0
1090,3,2,True,False,90,flat,1,0,0,0,0,0,0,0,0
2300,3,2,True,False,85,flat,0,0,0,0,0,0,0,0,1
1012,2,2,True,False,80,flat,0,0,0,0,0,1,0,0,0
724,1,1,False,False,35,flat,0,0,0,0,0,0,1,0,0
1700,2,1,True,False,85,flat,0,0,0,0,0,0,0,0,1
724,1,1,False,False,35,flat,0,0,0,0,0,0,1,0,0
2500,3,2,True,False,140,flat,0,0,0,0,0,0,0,0,1
775,2,1,False,False,100,flat,0,0,1,0,0,0,0,0,0
995,2,1,True,True,68,flat,0,0,0,0,0,1,0,0,0
1975,3,2,True,True,144,flat,1,0,0,0,0,0,0,0,0
1250,3,2,True,False,120,flat,0,0,0,0,0,0,0,0,0
1200,1,1,False,False,50,flat,1,0,0,0,0,0,0,0,0
685,2,1,True,False,46,flat,0,0,1,0,0,0,0,0,0
1170,3,1,False,True,80,flat,0,0,0,1,0,0,0,0,0
850,3,2,True,True,90,flat,0,0,0,0,0,0,1,0,0
1300,4,1,False,False,77,flat,1,0,0,0,0,0,0,0,0
750,1,1,True,True,42,flat,0,0,0,0,0,0,0,0,1
950,3,1,True,False,100,flat,0,0,0,0,0,0,0,1,0
1000,3,1,False,False,100,flat,0,0,0,0,0,1,0,0,0
1050,3,2,True,False,88,flat,0,1,0,0,0,0,0,0,0
950,2,1,True,False,70,flat,0,1,0,0,0,0,0,0,0
1100,2,1,True,False,65,flat,1,0,0,0,0,0,0,0,0
800,3,1,False,False,70,flat,0,1,0,0,0,0,0,0,0
899,3,1,True,False,69,flat,1,0,0,0,0,0,0,0,0
950,1,1,True,False,62,flat,0,0,0,0,0,0,0,0,1
1300,4,1,True,False,107,flat,0,0,0,1,0,0,0,0,0
1000,4,1,True,False,90,flat,0,0,0,1,0,0,0,0,0
725,1,1,True,False,70,flat,0,0,0,0,0,0,0,0,0
725,1,1,True,False,70,flat,0,0,0,0,0,0,0,0,0
1600,0,1,True,True,60,study,1,0,0,0,0,0,0,0,0
1100,4,2,True,False,117,flat,1,0,0,0,0,0,0,0,0
750,2,1,False,True,55,flat,0,0,1,0,0,0,0,0,0
2200,2,1,True,False,65,flat,0,0,0,0,0,0,0,0,1
1000,1,1,False,False,60,flat,0,0,1,0,0,0,0,0,0
950,2,1,False,False,57,flat,0,0,0,0,0,0,0,0,0
2400,3,3,True,False,140,flat,0,0,0,0,0,0,0,0,1
2300,5,3,True,False,160,flat,0,0,0,0,0,0,0,0,1
700,2,1,True,False,57,flat,0,0,0,0,0,0,0,1,0
1100,2,2,True,False,96,flat,0,0,0,0,0,0,0,0,1
850,2,1,False,False,60,flat,1,0,0,0,0,0,0,0,0
850,3,1,False,False,65,flat,0,0,0,0,0,0,0,0,0
650,1,1,True,False,35,flat,0,0,0,0,0,0,0,0,0
1250,2,1,True,False,55,flat,0,0,0,0,0,0,0,0,1
1000,2,2,False,False,79,flat,0,0,0,0,0,0,0,0,0
830,2,1,True,False,55,flat,0,1,0,0,0,0,0,0,0
590,1,1,False,False,30,flat,0,0,0,0,0,0,0,0,0
890,4,1,True,False,78,flat,0,0,1,0,0,0,0,0,0
1300,4,2,True,True,124,flat,1,0,0,0,0,0,0,0,0
750,3,1,True,False,70,flat,0,0,0,1,0,0,0,0,0
750,2,1,True,False,50,flat,0,0,0,0,0,0,1,0,0
1073,2,1,True,True,70,flat,0,0,0,0,0,1,0,0,0
650,2,1,True,False,50,flat,1,0,0,0,0,0,0,0,0
800,1,1,False,False,45,flat,0,0,0,1,0,0,0,0,0
1500,2,2,True,False,95,flat,0,0,0,0,0,0,0,0,1
880,3,1,False,False,60,flat,0,0,0,1,0,0,0,0,0
1100,4,2,True,True,86,flat,1,0,0,0,0,0,0,0,0
750,3,1,False,False,60,flat,0,0,1,0,0,0,0,0,0
1472,3,1,False,True,150,flat,0,0,0,0,0,1,0,0,0
1220,3,1,True,False,77,flat,0,0,0,0,0,0,0,0,1
975,3,1,True,False,75,flat,1,0,0,0,0,0,0,0,0
714,1,1,False,False,42,flat,1,0,0,0,0,0,0,0,0
780,1,1,True,False,45,flat,0,0,1,0,0,0,0,0,0
850,2,1,False,False,82,flat,0,0,0,0,0,0,0,0,0
1250,4,2,True,False,135,flat,0,0,0,0,0,0,0,0,0
780,2,1,False,False,60,flat,0,0,0,0,0,0,0,1,0
800,2,1,False,False,70,flat,0,0,0,0,0,0,0,0,0
790,3,1,True,False,75,flat,0,0,0,0,0,0,1,0,0
1200,2,1,False,False,75,flat,0,0,0,0,0,0,0,0,1
1150,4,2,True,False,88,flat,0,1,0,0,0,0,0,0,0
1200,4,1,True,False,100,flat,0,1,0,0,0,0,0,0,0
1850,4,2,True,False,139,flat,0,0,0,0,0,0,0,0,0
1169,3,2,False,False,83,flat,0,1,0,0,0,0,0,0,0
757,3,1,False,False,77,flat,0,0,0,0,0,0,1,0,0
1000,2,1,False,False,63,flat,0,1,0,0,0,0,0,0,0
825,2,1,True,False,70,flat,0,0,0,0,0,1,0,0,0
1200,3,1,True,True,75,flat,1,0,0,0,0,0,0,0,0
650,2,1,False,False,63,flat,0,0,0,0,0,0,1,0,0
980,3,2,True,True,74,flat,0,0,0,0,0,0,0,0,1
1624,5,2,False,False,129,flat,0,0,0,0,0,0,0,0,1
2700,3,3,True,False,157,flat,0,0,0,0,0,0,0,0,1
900,2,1,True,False,69,flat,1,0,0,0,0,0,0,0,0
875,2,1,False,False,45,flat,0,0,0,0,0,0,0,0,0
1900,4,2,True,False,166,flat,1,0,0,0,0,0,0,0,0
1650,4,2,False,True,121,flat,0,0,0,0,0,0,0,0,0
